cleaned_first_batch
Business Name,Average Rating,Review Grade,Title,Review,Rating,Time,Review Count,Country,Status,Month,Month Numbers,Years
Lazada,1.5,Bad,In the early days when I star buying…,In the early days when I star buying from Lazada their service are good. But nowadays their service are worse. If you look at their logistic tracking your order may sit at the freight forwarder more than 10days and the transhipment from supplier port to destination country take about a week. Probably they are using Gobi dessert service. So people look for others source for your cheap purchase. Lazada no longer meet customer satisfaction.,1,13-Oct-19,1,MY,NULL,Oct,10,2019
Mabuhay Travel,4.9,Excellent,Excellent Service,"In the middle of this PANDEMIC everybody facing, Chloe King always gives me excellent service, updates me and guides me what to do.She and the other staff are always polite and very friendly.",5,"Updated Dec 17, 2021",6,GB,Updated,Dec,12,2021
Singlife Philippines,4.6,Excellent,In this time of pandemic we are not…,In this time of pandemic we are not sure when covid 19 hits. Make sure to secure yourself with a fast and reliable insurance,5,"Oct. 20, 2021",1,PH,Invited,Oct,10,2021
Flowerstore.ph,4.0,Great,Great,In time delivery easy to communicate and approachable,5,23-Dec-19,1,PH,Invited,Dec,12,2019
Lazada,1.5,Bad,There's no hope!,"In trying to get my refund for Order 372381755604054 that ""LAZADA CANCELLED"" I decided to take a chance that I wasn't wasting my time in contacting their customer care ... I should have known better.The first muppet I conversed with was Sheila, I knew that she hadn't taken me seriously and was declining to do so, so I contacted again conversing with muppet Cyril T, he proved to be as much a waste of time had been muppet Sheila.Oh ... And Lazada, when you instruct your staff to address your foreign customers by such stupid names as ""po"" you might trying running the definition of such an address thru goggle before doing so:",1,30-Apr-21,1,PH,NULL,Apr,4,2021
Flowerstore.ph,4.0,Great,Inaccurate order,"Inaccurate order, inconsistent updates.",1,5-Oct-18,2,PH,Verified,Oct,10,2018
Ninja Van,1.2,Bad,Worst Delivery Service,"Incident 1:Wrong parcel delivered.Incidents 2 & 3:Parcels marked as delivered when no delivery attempt was made.Ninja Van is the worst delivery service. Do not trust them with your important and expensive packages. Their customer support is useless as they can only ""forward"" and ""escalate"" to the ""relevant team"", and it takes ages for anything to be resolved - if it even gets resolved.Blacklist and avoid. I almost never give bad reviews, but I signed up for a Trustpilot account just to write this.",1,6-Oct-21,1,SG,NULL,Oct,10,2021
Lazada,1.5,Bad,Incompetent Customer Service,"Incompetent Customer Service, i have file a personal complaint to them and write to DTI those bad experiences that i encounter from buying online using their app.- Delivered wrong item- No official receipt- Promoting Bogus raffles/promos- Items that are not working properly- Too many Scammer seller, with copy pasted profileMark from Lazada Customer Service/Complaint desk ask me to withdraw my complaint and to me that was the last straw. Lazada is promoting those who are willing to scam their customer in broad day light.",1,19-Apr-20,3,PH,NULL,Apr,4,2020
Mabuhay Travel,4.9,Excellent,Incredibly kind and helpful and so…,"Incredibly kind and helpful and so respectful. Refer to my middle aged female friend as Tita (aunt). Good, old fashioned high level customer service that seeks to do the best for the customer and ensures that customers come back time and again.",5,17-Dec-18,2,GB,Verified,Dec,12,2018
LBC Express,1.2,Bad,Slower than this damned country's internet.,Incredibly slow.,1,27-Sep-20,1,PH,NULL,Sep,9,2020
Ninja Van,1.2,Bad,Inflexible Services,"Inflexible ServicesOrdered items several times where Ninjavan was supposed to do the delivery. Either they would inform you 5 minutes before they arrive, leaving you no time to rush back home if you're outside (in which they delay the delivery for another week). OR they will tell you they delivering on that day, but NO ESTIMATE on what time they will arrive, you just have to stay at home the whole day until 10pm to wait for them. Extremely inflexible, doesn't give you a time estimate, that entire day that they claim to deliver the goods you will be stuck at home. Highly do not recommend.",1,12-Aug-20,1,SG,NULL,Aug,8,2020
Mabuhay Travel,4.9,Excellent,5 star!!!,"Informative, Trusted and Reliable service from Miss Chloe! Highly recommended and very friendly :)",5,26-Jan-22,1,GB,NULL,Jan,1,2022
PawnHero & Marketplace,4.2,Great,Initial appraisal online was 3800,"Initial appraisal online was 3800, but went down to 3000 with same interest of 500. My phone is 6 mos. old and 100% in great condition as I only use it at home as a backup.Still thankful for the fast transaction and accommodating staff!",4,Updated 5 Oct 2019,1,PH,Updated,Oct,10,2019
Flowerstore.ph,4.0,Great,Initially they were excellent for their…,"Initially, they were excellent for their deliveries and customer service, but during this past Valentines Day, everything went downhill.  So far, there have been a number of promises to deliver, but none has materialized.  No one answers email inquiries anymore, and tracking the order is stuck at "" Order Created.""  That order was paid on November 11 for delivery on the 12th.  It is now the 16th and no sign of a delivery.  I would say to prospective buyers stay away from this one.....  And you can forget calling them.  I tried calling them and a friend of mine and the message for both of us ""You're first in line.""  How could both callers be first in line.  Even their messaging is geared up to fool you!",1,"Updated Feb 16, 2022",1,CA,Updated,Feb,2,2022
Flowerstore.ph,4.0,Great,Fast delivery of one day's notice,Instead of ordering months in advance with fear of my order being lost and held pending for cancellation due to non-adherence to the sudden promotionals for the month of delivery or out-of-stock variety of flowers.  I relied on a day's notice to put an order . . . and viola they do deliver fast on short notice . . . very apt to decor my art exhibit and greetings also.,5,2-May-21,1,PH,Invited,May,5,2021
Singlife Philippines,4.6,Excellent,Insurance claim is outstanding,Insurance claim is outstanding. Prompt and effective customer service. Kudos!,5,"Dec. 14, 2021",1,PH,Verified,Dec,12,2021
Singlife Philippines,4.6,Excellent,Great Service!,Insurance coverage is easier on the budget. The payment method is convenient. You give great service.,5,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
Singlife Philippines,4.6,Excellent,Insurance in Singlife,Insurance does have great impact especially in the sudden unfortunate occurances in the family for it will provide financial support for the family.,4,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
Singlife Philippines,4.6,Excellent,Ease of Access,"Insurance in the past is very hard to access. It's not easy if you don't know someone who sells or we become hesitant to enter an insurance office because we have no idea what to do. Now, we can do all our research at home and at the same time buy insurance without the hassle of going out.",5,"Nov. 22, 2021",2,PH,Invited,Nov,11,2021
Singlife Philippines,4.6,Excellent,Insurance is affordable,Insurance is affordable. Claiming was fast and efficient. Thank you for making this product accessible.,5,"Oct. 31, 2021",1,PH,Invited,Oct,10,2021
Globe Telecom,1.1,Bad,Intermittent and always have…,Intermittent and always have disconnection problems and needs to call tech support,1,"Jun. 7, 2020",1,PH,NULL,Jun,6,2020
Globe Telecom,1.1,Bad,Intermittent and always have…,Intermittent and always have disconnection problems and needs to call tech support,1,7-Jun-20,1,PH,NULL,Jun,6,2020
Ninja Van,1.2,Bad,Chaos and Irresponsible…,"Internal System Extremely Chaos when there is high Volume of parcels. Management and working level communication disconnected. Extremely irresponsible to the mistake they have caused, only know how to say sorry there is nothing we can do, rather provide you with solution. Once bad experience is enough for you to make up your mind stop using this logistics as your partner. Not worth it.",1,14-Nov-20,1,SG,NULL,Nov,11,2020
Globe Telecom,1.1,Bad,Very poor service.,"Internet connection is intermittent and im in the city. Took 5 minutes just to open a quiz in google classroom. Service is also expensive. Php1,300 for 150GB data? If there is an alternative, i will switch in a heartbeat. Do not waste your time and money with their service.",1,"Jun. 11, 2021",1,PH,NULL,Jun,6,2021
Globe Telecom,1.1,Bad,Very poor service.,"Internet connection is intermittent and im in the city. Took 5 minutes just to open a quiz in google classroom. Service is also expensive. Php1,300 for 150GB data? If there is an alternative, i will switch in a heartbeat. Do not waste your time and money with their service.",1,11-Jun-21,1,PH,NULL,Jun,6,2021
PLDT,1.1,Bad,Internet is trash,"Internet is dog s**t, the download speed is too f**king slow",1,21-Aug-20,1,PH,NULL,Aug,8,2020
PLDT,1.1,Bad,Internet is down for more than a week…,"Internet is down for more than a week still to this day as I am writing this review  (I'm using a prepaid plan), technical support came 3 days late they did not resolve the problem, sudden latency drops, worse ISP to ever exist!!Company's stock price should be $0NYSE Ticker ""PHI""PSE Ticker ""TEL""I repeat Smart Communications or at least PLDT is going to ZERO! ZERO!! ZEROO!!",1,18-Mar-21,1,PH,NULL,Mar,3,2021
Globe Telecom,1.1,Bad,Internet is so expensive and so slow. ISP doesn't give a F about your internet connection,"Internet is so expensive and slow, ISP doesn't care about your internet connection.",1,"Aug. 21, 2020",1,PH,NULL,Aug,8,2020
Globe Telecom,1.1,Bad,Internet is so expensive and so slow. ISP doesn't give a F about your internet connection,"Internet is so expensive and slow, ISP doesn't care about your internet connection.",1,21-Aug-20,1,PH,NULL,Aug,8,2020
PLDT,1.1,Bad,Bad internet connection,"Internet is too slow paying the right price but the service is too low. Bad service is an understatement. Honestly, why run this if you cannot provide a good internet connection.",1,30-Apr-20,1,PH,NULL,Apr,4,2020
PLDT,1.1,Bad,Constant Internet Disruption,"Internet keeps on getting disconnected, slow internet, worst internet provider.",1,11-Oct-21,1,PH,NULL,Oct,10,2021
Globe Telecom,1.1,Bad,Internet service is bad and cant even…,Internet service is bad and cant even connect to the internet just the reason why many people choose pldt over this piece of garbage,1,23-Sep-21,1,PH,NULL,Sep,9,2021
Globe Telecom,1.1,Bad,Internet service is bad and cant even…,Internet service is bad and cant even connect to the internet just the reason why many people choose pldt over this piece of garbage,1,"Sep. 23, 2021",1,PH,NULL,Sep,9,2021
Globe Telecom,1.1,Bad,Internet service is bad,Internet service is bad.  Customer service bad. No answers or replies from my concerns. It takes a week for them to respond. Is my money worth it for their service? No. its not worth it. Expensive and I cant even use it to its full service. Disappointed.,1,"Aug. 28, 2020",1,PH,NULL,Aug,8,2020
Globe Telecom,1.1,Bad,Internet service is bad,Internet service is bad.  Customer service bad. No answers or replies from my concerns. It takes a week for them to respond. Is my money worth it for their service? No. its not worth it. Expensive and I cant even use it to its full service. Disappointed.,1,28-Aug-20,1,PH,NULL,Aug,8,2020
Lazada,1.5,Bad,Inventory control is non existent,Inventory control is non existent. You order something and pay and then they tell you it's not available. So you request a refund and so far nothing. It says it can take 45 days to recompense on an international credit card. Is this 2020 or not where Visa is online everywhere? You are better off buying in a bricks and mortar store.,1,19-Jul-20,3,GB,NULL,Jul,7,2020
Ninja Van,1.2,Bad,Irresponsible and can't careless…,"Irresponsible and can't careless attitude type of delivery. Items that is schedule for fast delivery takes more than a 3 days to do a delivery, and fake a attempted unsuccessful delivery. Everyone is home these days, how can no one home? Rescheduled another 3 days for delivery? Please go fly a kite! How to buy any item online if Ninjavan is making the delivery?  Simply cannot be trusted service!",1,21-Aug-21,1,SG,NULL,Aug,8,2021
TawagPinas.com,4.5,Excellent,Great web site,Is a excellent web site and great support,5,1-Feb-17,2,US,Invited,Feb,2,2017
Mabuhay Travel,4.9,Excellent,Is a pleasure booking a ticket in this…,"Is a pleasure booking a ticket in this company and very kindly person whom I speak with Ms Anne, thanks for assisting me about my booking this is a highly recommended to my friends. Thank you",5,8-Nov-21,2,GB,Verified,Nov,11,2021
TawagPinas.com,4.5,Excellent,Is a very fast and efficient service…,"Is a very fast and efficient service thankful i can add load to family out in Philippines,  overall happy with the service.. Many thanks.",5,Updated 9 Dec 2020,1,GB,Updated,Dec,12,2020
PLDT,1.1,Bad,Is so sad how greedy PLDT company…,"Is so sad how greedy PLDT company here...they just want to make the money, but dont care too much about customer service....I been in the office 3 times already. In regards to my landline not working...they just keep telling me someone will contact you.....But i bet you they wont make any mistake sending you the bill on time...I miss my basic 500 mbps in the State, but Im here in pinas for good...Im stuck with only 100 mpbs, which is not even up to that speed....I get pissed off but worse I feel sorry for Filipino's to suffer like this.....Consumer here has no rights...once you sign the contract they got you....they will take there time to fix your problem....Is sad but TRUE....",1,22-Jul-20,1,PH,NULL,Jul,7,2020
Globe Telecom,1.1,Bad,Is there a no star review,Is there a no star review? They deserve it and even more! Worst wifi in the world! They claim 10mbps its more like 1! The one episode will run for 2! Thats a waste of my time! Not to mention it gives me hypertension coz im stressed when netflix buffers! It is really true that we are the 4th world when it comes to wifi. Other countries have better service. Except Pinas! And Globe? The worst!,1,"Apr. 5, 2020",1,PH,NULL,Apr,4,2020
Globe Telecom,1.1,Bad,Is there a no star review,Is there a no star review? They deserve it and even more! Worst wifi in the world! They claim 10mbps its more like 1! The one episode will run for 2! Thats a waste of my time! Not to mention it gives me hypertension coz im stressed when netflix buffers! It is really true that we are the 4th world when it comes to wifi. Other countries have better service. Except Pinas! And Globe? The worst!,1,5-Apr-20,1,PH,NULL,Apr,4,2020
TawagPinas.com,4.5,Excellent,Is there a possibility that you can…,Is there a possibility that you can remind us that there is 5 mins left instead of just cutting the line?,4,25-Mar-21,1,US,Verified,Mar,3,2021
Ninja Van,1.2,Bad,Is there a zero star,"Is there a zero star? Repeated failures in delivery attempts probably the ""ninja"" is just eating burger somewhere during work then will just declare failed delivery due to various reasons then just go home. There's this 1 time that the reason for failure was according to them the parcel size was outside the permitted dimensions therefore not accepted at the drop off point. Ok that's acceptable to me so i updated the address to be my residential address instead. After that was 2 times failure in deliveries then the ninja called me up confirming the previous drop off point, like what?? you previously said it cannot be accepted at that collection point due to size constraints. So he asked me an alternative address which i, again, confirmed it to be the residential address instead due to this very issue and it was already supposedly settled 2 days ago. So he was like ok thanks for the confirmation of the new address. Little did i know that this means it will be another day of failed delivery and the reason was passed off as ""customer changed delivery address"", 😕 didn't i already confimed that 4 days ago?? It's also worth noting that i had another delivery of a different item carried out by DHL. It handled international shipping with no hiccups whatsoever, yet this ninja van only handled a local transaction yet it's now delayed by 5 days and still not settled. Easy to see why you would avoid this delivery service company with a primitive way of doing business.",1,3-Nov-21,1,SG,NULL,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Isabel Williams has always been…,"Isabel Williams has always been helpful, nice & very accommodating. She is an asset to the company. I would always recommend Mabuhay Travel👍",5,16-Nov-21,1,GB,Verified,Nov,11,2021
Mabuhay Travel,4.9,Excellent,Excelent service,Isabel and the staff are very helpful and sorted our flights to Hong Kong/Philippines very happy with price and dates...Thank you,5,22-Jul-18,7,GB,Verified,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Isabel has been my travel agent for…,"Isabel has been my travel agent for years now. She’s very accommodating and warm to deal with. She always makes sure that i am satisfied with my “travel date” hunting.Thanks, isa. I owe you a cup of coffee:)",5,4-Jan-19,1,GB,Verified,Jan,1,2019
Mabuhay Travel,4.9,Excellent,Isabel has been really helpful,"Isabel has been really helpful, she took the time to find the flights I needed and with good timings,I recommend mabuhay travel",5,3-Sep-19,1,GB,Verified,Sep,9,2019
Mabuhay Travel,4.9,Excellent,Isabel is Indeed very helpful and…,Isabel is Indeed very helpful and friendly.,4,30-May-18,1,GB,Verified,May,5,2018
Mabuhay Travel,4.9,Excellent,Staff Isabel is kind and professional,"Isabel is accomodating, professional in dealing her clients, clever and kind.",5,23-Oct-19,3,GB,Verified,Oct,10,2019
Mabuhay Travel,4.9,Excellent,Isabel is always very accommodating…,Isabel is always very accommodating everytime I need her help for bookings! Thank you very much and I hope to book with you again in the near future! Godbless!,5,30-Mar-21,2,GB,Verified,Mar,3,2021
Mabuhay Travel,4.9,Excellent,Isabel is always very helpful,Isabel is always very helpful. She give suggestions and advice too. I had to change my flights schedule twice and was very pleased with the service.,5,12-Feb-21,1,GB,Verified,Feb,2,2021
Mabuhay Travel,4.9,Excellent,Isabel is amazing,"Isabel is amazing. She remembered me from my previous booking and was extremely helpful. She is an asset to your organization. 5 star customer service, positive, pleasant and helpful. Without wasting any time, she got me what I was looking for, and got the best rate for the ticket. Will come back to Mabuhay Travels again for future tickets. :)",5,30-Jul-18,1,GB,Verified,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Isabel is excellent agent of Mabuhay,Isabel is excellent agent of Mabuhay! I am happy to always book my flights with her because she's very Accomodating and polite. And my bookings is always within my budget. Great employee. Thanks a lot,5,"Updated Apr 26, 2017",1,GB,Updated,Apr,4,2017
Mabuhay Travel,4.9,Excellent,Isabel is one of the staff of Mabuhay…,"Isabel is one of the staff of Mabuhay Travel, she was really accomodating and helpfull, i can recomends Mabuhay travel on your travel list to help your tour really a 100% guaranteed a pleasant trip.",5,14-Oct-21,3,GB,Verified,Oct,10,2021
Mabuhay Travel,4.9,Excellent,excellent,Isabel is ready to help. She's amazing,5,22-Mar-17,1,GB,NULL,Mar,3,2017
Mabuhay Travel,4.9,Excellent,Isabel is superb,Isabel is superb. She helped me find the flight that I want,5,26-Oct-19,1,GB,Verified,Oct,10,2019
Mabuhay Travel,4.9,Excellent,Isabel is the person who book my ticket…,Isabel is the person who book my ticket for the last three years and she is very helpful efficient and always stay in touch to keep me up to date.,5,28-Sep-20,1,GB,Verified,Sep,9,2020
Mabuhay Travel,4.9,Excellent,"Isabel is very helpful ,patience","Isabel is very helpful ,patience, and professional in doing her job. She is very accommodating and trustworthy staff. She is a STAR in your Company.",5,25-Oct-18,1,GB,Verified,Oct,10,2018
Mabuhay Travel,4.9,Excellent,Isabel is very helpful,Isabel is very helpful. She didn’t stop checking for good flight.,4,29-Nov-18,1,GB,Verified,Nov,11,2018
Mabuhay Travel,4.9,Excellent,Isabel the agent was very pleasant and…,Isabel the agent was very pleasant and helpful thank you so much for the help,5,30-Dec-19,1,GB,Verified,Dec,12,2019
Mabuhay Travel,4.9,Excellent,Isabel the travel agent she is very…,"Isabel the travel agent she is very nice, friendly and very helpful and quick as well to give me all the information and details I need to know about the the Flights... The service is 5 star thank you!",5,2-Apr-19,2,CH,Verified,Apr,4,2019
Mabuhay Travel,4.9,Excellent,Isabel was exemplary in finding me the best flight that suits my needs.,"Isabel was outstanding in sealing with my request. Very patient and helpful with a very positive, pleasant attitude. 100% will recommend this company to my friends and family.",5,22-Nov-19,5,GB,Verified,Nov,11,2019
Mabuhay Travel,4.9,Excellent,Isabel was really helpful &…,Isabel was really helpful & accommodating with my request. Will definitely book with Mabuhay Travel for our future holidays.,5,14-Jun-19,1,GB,Verified,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Isabel was very accommodating and…,Isabel was very accommodating and friendly. Very informative what I need for my travel.,5,2-Dec-21,3,GB,Verified,Dec,12,2021
Mabuhay Travel,4.9,Excellent,Isabel was very good,Isabel was very good . Rose C.C.,5,3 days ago,2,GB,Verified,Feb,2,ago
Mabuhay Travel,4.9,Excellent,Booking flight,Isabel was very helpful in searching for the cheapest flights i wanted.She always updated me through phone. Thank you very much for your help and service.,5,3-Jul-21,1,GB,Verified,Jul,7,2021
Mabuhay Travel,4.9,Excellent,Isabel was a big help!,Isabel was very helpful to recommend me with my flight. She was a great help.,5,4-Jul-18,1,GB,NULL,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Isabel was very helpful,"Isabel was very helpful! Although I am gutted about the cancellation, I was booked to a new flight which cost me something, but it is what is",5,23-Sep-21,3,GB,Verified,Sep,9,2021
Mabuhay Travel,4.9,Excellent,Isabel was very patient and…,Isabel was very patient and accommodating.,5,25-Jul-18,1,GB,Verified,Jul,7,2018
Mabuhay Travel,4.9,Excellent,Isabel was very profesional in every…,Isabel was very profesional in every way. Very helpful and friendly.,5,7-Aug-18,4,GB,Verified,Aug,8,2018
Mabuhay Travel,4.9,Excellent,Isabel who handled my transaction was …,Isabel who handled my transaction was very helpful and knowledgeable about the queries I made. She also showed warmth and approachable manner that made me relax and go through the transaction with the company.,5,25-Jul-17,1,GB,NULL,Jul,7,2017
Mabuhay Travel,4.9,Excellent,Isabel,"Isabel, Kathleen and Harold , you are all an exemplary , you went the extra mile to get the best deal and had shown great patience with the difficulties with my e-mailings.I would highly recommend you to anyone wishing to go travelling.Thank you so much.HAPPY NEW YEAR to all at MABUHAY TRAVEL xxx",5,31-Dec-18,1,GB,Verified,Dec,12,2018
Mabuhay Travel,4.9,Excellent,"Friendly, Reliable Travel Agency With Great Customer Service!","Isabela from Mabuhay Travel has been amazing throughout my booking process. I have been apprehensive in booking any essential trips during the Covid pandemic, but Isabela has been fantastic in reassuring me that the agency will support me if any issues arise. The price for my tickets were very competitive, but as I mentioned, it was the service provided that really impressed me. Thank you to the team at Mabuhay Travel. Highly recommended.",5,12-Jun-21,1,GB,Verified,Jun,6,2021
Mabuhay Travel,4.9,Excellent,Isabella was so pleasant to deal…,"Isabella was so pleasant to deal business with, very polite and courteous. Enthusiastic and know what she’s doing. No wonder I agree what ever she said and closed my inquiry. Welcome aboard to me✈️✈️✈️",5,6-Jun-19,3,GB,Verified,Jun,6,2019
Mabuhay Travel,4.9,Excellent,Isabelle has been very helpful wirh all…,"Isabelle has been very helpful wirh all of my flights bookings,updated me with any changes and was able to move dates of my flights without issue.Especially with COVID -19 travel complications,she assisted me really well and gave travel advice which i am really grateful for.She is also really professional and friendly.Thank you very much Mabuhay travel...",5,23-May-21,1,PH,NULL,May,5,2021
Mabuhay Travel,4.9,Excellent,Isobel and Remy were very prompt and…,Isobel and Remy were very prompt and gave clear explanations about the airlines and conditions. Itinerary and tickets sent very quickly.,5,22-Jan-21,5,GB,Verified,Jan,1,2021
Mabuhay Travel,4.9,Excellent,Isobel-Outstanding Customer Service,Isobel was so  outstanding and excellent  when it comes to customer service. Handle me very well from start upto confirmation of flights. So friendly and professional in so many ways.  She must be asset to Mabuhay Travel Co.,5,20-Nov-18,1,GB,Verified,Nov,11,2018
TawagPinas.com,4.5,Excellent,QUick and Easy,It arrived in minutes. Saved the recipient from going out in a rain storm to buy a load. Would be nice if there was an option for amounts lower than 300 PHP,5,9-Jul-16,1,US,Invited,Jul,7,2016
Sendflowerstophilippines,4.2,Great,It arrived on time,It arrived on time. Excellent service.,5,1-Nov-21,1,US,Invited,Nov,11,2021
Mabuhay Travel,4.9,Excellent,It awesome to talk to someone with the…,It awesome to talk to someone with the same language as I do. I was able to understand and follow the necessary guidelines in proceeding my flight bookings. With the help of a lovely lady Cindy West who was ever so patient in helping me out through the confirmation and payments I was so grateful to go through without do much qualms. Me and Chris will always book our flights and holidays to Mabuhay Travels.x²,5,5-Jan-22,2,GB,NULL,Jan,1,2022
TawagPinas.com,4.5,Excellent,Comments,"It charges my account even though, my call didn’t go through.  Annoying to call customer service all the time to get a credit.",2,11-Jul-19,2,US,Verified,Jul,7,2019
Flowerstore.ph,4.0,Great,Great but with room for improvement,"It could have been 5 stars if you just update your client real time. Imagine, I ordered the flower before July 24, 2018 but it is only now (October 1) that you are sending me a review form. Although, the flower arrived on time, I was expecting that you would update me the time the recipient already received the flowers.Otherwise, quality of flowers is great at a very cheap price. So far, you offer the cheapest price I found online without sacrificing the quality of the flowers.",4,"Updated Oct 15, 2018",1,PH,Updated,Oct,10,2018
Singlife Philippines,4.6,Excellent,It could have been better if it was…,It could have been better if it was processed faster and the information/update was consistent from all reps.,4,"Feb. 10, 2022",1,PH,Verified,Feb,2,2022
TawagPinas.com,4.5,Excellent,Lower calling cost to Philippines,"It could have been better if the calling call charges to Philippines is lower.  Sometimes,  I wonder why my mobile cost is very expensive.",3,4-Feb-17,3,GB,Invited,Feb,2,2017
Globe Telecom,1.1,Bad,It deserves zero star,It deserves zero star! Very greedy company. I already changed internet to streamtech which way way way way better than this company! The thing is our globe internet was prepaid! Then why do I get bill every month and until now even after months of not using globe and globe sending me a message onthe second month that they will disconnect us why is my bill filing up!!!!! And the  globe threatens me that I will be report my credit information! Really??!! After years of paying for your trash service this is what you do to us but on our nonstop complaints about your very slow internet were left unheard!!!,1,10-Oct-21,1,PH,NULL,Oct,10,2021
Globe Telecom,1.1,Bad,It deserves zero star,It deserves zero star! Very greedy company. I already changed internet to streamtech which way way way way better than this company! The thing is our globe internet was prepaid! Then why do I get bill every month and until now even after months of not using globe and globe sending me a message onthe second month that they will disconnect us why is my bill filing up!!!!! And the  globe threatens me that I will be report my credit information! Really??!! After years of paying for your trash service this is what you do to us but on our nonstop complaints about your very slow internet were left unheard!!!,1,"Oct. 10, 2021",1,PH,NULL,Oct,10,2021
PLDT,1.1,Bad,Lousy 171 system.,"It does not recognize if there is a new technical complaint by the customer and will only keep repeating that the existing concern (lodged almost a month ago) is being attended to by their team. It does not provide an option to speak with a CSR to explain the new technical concern, but just terminate the call with a goodbye...",1,8-Oct-18,1,PH,NULL,Oct,10,2018
Singlife Philippines,4.6,Excellent,It gave me peace of mind last year and…,"It gave me peace of mind last year and very convenient and affordable. Every working Filipino deserves this. I hope you could have a more comprehensive plans in the future that can match critical illness needs, doctor consultations, etc.",5,"Oct. 20, 2021",1,PH,Invited,Oct,10,2021
PawnHero & Marketplace,4.2,Great,It gives you high appraisal with low…,It gives you high appraisal with low interest and the place was very nice.,5,16-Jul-20,1,PH,Verified,Jul,7,2020
Ninja Van,1.2,Bad,Ninjavan: The name itself doesn't fit their service,"It goes back and forth at their warehouse. CAN I PLEASE BEG THOSE COMPANIES NOT TO CHOOSE NINJAVAN AS THEIR COURIER? YOU WILL LOST A LOT OF CUSTOMERS BECAUSE THEY (NINJAVAN PH) ARE IRRESPONSIBLE, DOESN'T KNOW SOME ETHICS ON BUSINESS, UNRELIABLE, AND LAZY.PLEASE CHOOSE J&T, GOGO XPRESS BECAUSE THEY ARE BETTER THAN NINJAVAN!",1,4-Jan-22,1,PH,NULL,Jan,1,2022
THEKULT.COM,3.8,Great,It got delivered late,"It got delivered late, almost 1 week versus the 1 business day that is promoted on the website. It did not get delivered on time as a bday present",2,10-Mar-20,2,PH,Invited,Mar,3,2020
PawnHero & Marketplace,4.2,Great,It happened to me 3 or 4 times already. (Cancelling my purchases),"It happened to me 3 or 4 times already, I bought some items, I got the confirmations and delivery date on text, but the items will not arrive because they said that it has been sold to another person.We are in computer age, and system glitches happens rarely. You make business through net, and your most important tool is your computer. You blame your computer all the time when you call me that it did not update your system.I believe that you guys have your favorite buyers.. maybe because they give tips? Or simply your staff do their own buy and sell. You should not be operating a business at all if you are going to do this to your customers.Here are the details of transactions with you.Order numbers # 100002508I actually saw the exact pictures of the Prada Bag and Furla bagOrder # 100002509 from Your site to OLX.. selling there in OLX for higher price..So I really think there is an inside job here.. it's really disgusting..And if you can see the history of my purchases you will see how many cancellations you guys made, because you said there is a ""system glitche""",1,3-Jan-18,2,US,Invited,Jan,1,2018
Entrego,1.4,Bad,at all no customer care..highheaded?,"It happened to me a least 3 times that deliveries from Lazada did not arrive allegedly because an unsuccessful delivery attempt. But in every case this was fake. Nobody was here what is provable with CCTV. Although Entrego is responsible for the staff in the field bad things can happen.  But than it is the duty of the company to answer your complaint and give you an update and solve the issue. They don´t give a s.... about your problem, you only get the standard answer by a bot that´s all. Nobody cares. Mistakes can happen and will happen in the future, but than a reliable customer service which really cares is necessary. Entrego is far, far away ....",1,24-Sep-20,1,PH,NULL,Sep,9,2020
Lazada,1.5,Bad,Lazada PH Worst experience,"It has been 3 weeks since I placed my order on Lazada and it is way beyond delivery time. They won't give updates and won't issue refund. I have wasted time chatting with their CS but no help is guaranteed. I guess when you pay and they mess, you are the only one at a loss because their customer service is not really Reliable. They just give false promises and time frames which are never followed. I don't know how many times they escalate but, really they don't care about customers, they have your money but they seem to treat your concern as a joke and really do not care.",1,11-Feb-19,1,PH,NULL,Feb,2,2019
Learn to Trade Philippines,4.6,Excellent,Forex journey,"It has been a wild ride within this pandemic, with a lots of lay offs happening. So i have decided for myself that if in case that will happened i am prepared. And thankfully i came across learn to trade. They gave forex trading a good opportunity as a business and they taught their students well with the means of understanding forex a lot more easy and understanding. Looking forward to continue my journey in UW program to master it and one day become a profitable trader.",5,19-Oct-21,1,PH,NULL,Oct,10,2021
Flowerstore.ph,4.0,Great,It has been numerous deliveries and…,It has been numerous deliveries and always been of great service.,5,2-Feb-20,2,PH,Verified,Feb,2,2020
TawagPinas.com,4.5,Excellent,Unstable,"It has been working fine the last 3 yrs i'm using it but today,sept 2019 in France,tried using it and i keep getting ''the code entered is invalid'' and the number you dialled is incorrect,it was ridiculous,!i memories my pin code and the number i am calling,keep dialling for an hour and tried all the access numbers within France and keep getting the same error,fix it!i have been a loyal client for the past 3 yrs!",2,30-Sep-19,2,FR,NULL,Sep,9,2019
Learn to Trade Philippines,4.6,Excellent,LTT TO ME,It has introduced me to another platform that was unknown to me before. The smart charts is very helpful when fully navigated and studied.,4,29-Jul-21,1,PH,NULL,Jul,7,2021
